,number,,date,,
tmp2,48596,1458,2016-11-04,,
tmp2,46768,1459,2016-11-05,,
tmp2,44650,1460,2016-11-06,,
tmp2,39148,1461,2016-11-07,,
tmp2,36412,1462,2016-11-08,,
tmp2,38743,1463,2016-11-09,,
tmp2,45219,1464,2016-11-10,,
tmp2,48388,1465,2016-11-11,,
tmp2,44665,1466,2016-11-12,,
tmp2,43799,1467,2016-11-13,,
tmp2,36805,1468,2016-11-14,,
tmp2,33385,1469,2016-11-15,,
tmp2,38342,1470,2016-11-16,,
tmp2,45596,1471,2016-11-17,,
tmp2,47635,1472,2016-11-18,,
tmp2,43747,1473,2016-11-19,,
tmp2,42880,1474,2016-11-20,,
tmp2,36633,1475,2016-11-21,,
tmp2,34229,1476,2016-11-22,,
tmp2,34176,1477,2016-11-23,,
tmp2,39756,1478,2016-11-24,,
tmp2,45802,1479,2016-11-25,,
tmp2,42602,1480,2016-11-26,,
tmp2,42703,1481,2016-11-27,,
tmp2,33427,1482,2016-11-28,,
tmp2,31810,1483,2016-11-29,,
tmp2,30320,1484,2016-11-30,,
tmp2,37813,1485,2016-12-01,,
tmp2,39871,1486,2016-12-02,,
tmp2,38036,1487,2016-12-03,,
tmp2,37419,1488,2016-12-04,,
tmp2,35934,1489,2016-12-05,,
tmp2,31804,1490,2016-12-06,,
